dataset,model,prompt,is_open,co2_g,throughput_tok_s,runtime_seconds,num_examples,docs_per_sec
EZStance,Nemotron-Mini-4B-Instruct,few_shot_12,True,0.344686636239,119542.74,19,2663,140.1578947368421
EZStance,Nemotron-Mini-4B-Instruct,few_shot_15,True,0.38156590863,114261.17,23,2663,115.78260869565217
EZStance,Nemotron-Mini-4B-Instruct,few_shot_3,True,0.347249658803,57522.3,20,2663,133.15
EZStance,Nemotron-Mini-4B-Instruct,few_shot_6,True,0.337962477693,81137.42,19,2663,140.1578947368421
EZStance,Nemotron-Mini-4B-Instruct,few_shot_9,True,0.360770430244,101167.11,19,2663,140.1578947368421
EZStance,Nemotron-Mini-4B-Instruct,question,True,0.42122081537,33181.82,22,2663,121.04545454545455
EZStance,Nemotron-Mini-4B-Instruct,task_definition,True,0.406158495113,36892.7,20,2663,133.15
EZStance,Nemotron-Mini-4B-Instruct,task_definition_scale,True,0.422053184445,42508.35,20,2663,133.15
EZStance,Qwen3-1.7B,cot,True,2.791420744474,29049.23,83,2663,32.08433734939759
EZStance,Qwen3-1.7B,default,True,1.215858881278,5647.08,120,2663,22.191666666666666
EZStance,Qwen3-1.7B,default_no_label_definitions,True,1.403817073817,5732.94,124,2663,21.475806451612904
EZStance,Qwen3-1.7B,few_shot_12,True,0.451626693786,86307.48,25,2663,106.52
EZStance,Qwen3-1.7B,few_shot_15,True,0.735707809541,69734.42,38,2663,70.07894736842105
EZStance,Qwen3-1.7B,few_shot_3,True,0.442878943008,42830.92,26,2663,102.42307692307692
EZStance,Qwen3-1.7B,few_shot_6,True,0.45161254346,45924.34,32,2663,83.21875
EZStance,Qwen3-1.7B,few_shot_9,True,0.540416982345,61011.1,30,2663,88.76666666666667
EZStance,Qwen3-1.7B,question,True,0.57711350233,26940.96,28,2663,95.10714285714286
EZStance,Qwen3-1.7B,task_definition,True,0.507838033001,28748.54,26,2663,102.42307692307692
EZStance,Qwen3-1.7B,task_definition_scale,True,0.322645556832,46606.28,18,2663,147.94444444444446
EZStance,Qwen3-14B,cot,True,14.43626196051,8571.14,348,2663,7.652298850574713
EZStance,Qwen3-14B,default,True,8.422009570565,3561.15,405,2663,6.575308641975309
EZStance,Qwen3-14B,default_no_label_definitions,True,6.838122790844,3756.81,347,2663,7.674351585014409
EZStance,Qwen3-14B,few_shot_12,True,7.422567984736,16428.48,182,2663,14.631868131868131
EZStance,Qwen3-14B,few_shot_15,True,7.766407352834,17932.28,186,2663,14.317204301075268
EZStance,Qwen3-14B,few_shot_3,True,7.343398833088,10758.52,178,2663,14.960674157303371
EZStance,Qwen3-14B,few_shot_6,True,7.505514539143,12507.34,184,2663,14.472826086956522
EZStance,Qwen3-14B,few_shot_9,True,7.43970177003,14308.33,186,2663,14.317204301075268
EZStance,Qwen3-14B,question,True,8.523632081954,8064.45,208,2663,12.802884615384615
EZStance,Qwen3-14B,task_definition,True,7.748599648434,8237.53,190,2663,14.01578947368421
EZStance,Qwen3-14B,task_definition_scale,True,20.51344966827,5895.51,479,2663,5.559498956158664
EZStance,Qwen3-4B-Instruct-2507,cot,True,1.666437460356,33563.02,51,2663,52.21568627450981
EZStance,Qwen3-4B-Instruct-2507,default,True,0.924770463609,12157.81,54,2663,49.31481481481482
EZStance,Qwen3-4B-Instruct-2507,default_no_label_definitions,True,0.491975401244,27221.5,20,2663,133.15
EZStance,Qwen3-4B-Instruct-2507,few_shot_12,True,0.472003409027,112448.63,19,2663,140.1578947368421
EZStance,Qwen3-4B-Instruct-2507,few_shot_15,True,0.472500196983,137623.94,18,2663,147.94444444444446
EZStance,Qwen3-4B-Instruct-2507,few_shot_3,True,0.464151692431,54253.95,20,2663,133.15
EZStance,Qwen3-4B-Instruct-2507,few_shot_6,True,0.491507312719,72475.3,20,2663,133.15
EZStance,Qwen3-4B-Instruct-2507,few_shot_9,True,0.472542647685,90313.55,20,2663,133.15
EZStance,Qwen3-4B-Instruct-2507,question,True,0.539049501449,32370.73,22,2663,121.04545454545455
EZStance,Qwen3-4B-Instruct-2507,task_definition,True,0.554004666426,32977.91,22,2663,121.04545454545455
EZStance,Qwen3-4B-Instruct-2507,task_definition_scale,True,0.579284937667,36011.35,23,2663,115.78260869565217
EZStance,Qwen3-4B,cot,True,7.481435353573,17298.06,186,2663,14.317204301075268
EZStance,Qwen3-4B,default,True,4.662379293641,11681.12,146,2663,18.23972602739726
EZStance,Qwen3-4B,default_no_label_definitions,True,4.119916289088,15035.85,106,2663,25.12264150943396
EZStance,Qwen3-4B,few_shot_12,True,4.972583198964,26499.45,127,2663,20.968503937007874
EZStance,Qwen3-4B,few_shot_15,True,5.423377991985,26998.35,140,2663,19.021428571428572
EZStance,Qwen3-4B,few_shot_3,True,4.365168589704,19411.14,111,2663,23.99099099099099
EZStance,Qwen3-4B,few_shot_6,True,4.389714602942,22409.54,112,2663,23.776785714285715
EZStance,Qwen3-4B,few_shot_9,True,4.613066375601,25015.25,118,2663,22.56779661016949
EZStance,Qwen3-4B,question,True,4.537468469743,15419.37,117,2663,22.76068376068376
EZStance,Qwen3-4B,task_definition,True,4.202262318318,15857.19,110,2663,24.20909090909091
EZStance,Qwen3-4B,task_definition_scale,True,16.4269116573,10444.58,377,2663,7.063660477453581
EZStance,Qwen3-8B,cot,True,10.759116990855,13014.64,253,2663,10.525691699604742
EZStance,Qwen3-8B,default,True,7.629053001446,6233.07,295,2663,9.027118644067796
EZStance,Qwen3-8B,default_no_label_definitions,True,6.499105030571,6427.72,257,2663,10.361867704280156
EZStance,Qwen3-8B,few_shot_12,True,5.409704816216,23317.9,136,2663,19.580882352941178
EZStance,Qwen3-8B,few_shot_15,True,5.40876197783,25875.01,135,2663,19.725925925925925
EZStance,Qwen3-8B,few_shot_3,True,5.233786538098,15640.26,134,2663,19.87313432835821
EZStance,Qwen3-8B,few_shot_6,True,5.511358053237,18083.09,136,2663,19.580882352941178
EZStance,Qwen3-8B,few_shot_9,True,5.519210767883,20636.45,137,2663,19.437956204379564
EZStance,Qwen3-8B,question,True,7.422317110922,11255.54,180,2663,14.794444444444444
EZStance,Qwen3-8B,task_definition,True,7.003704331681,11290.24,174,2663,15.304597701149426
EZStance,Qwen3-8B,task_definition_scale,True,17.943398115462,8371.92,426,2663,6.251173708920188
EZStance,gpt-5-mini,cot,False,,2358.46,1319,2663,2.0189537528430628
EZStance,gpt-5-mini,default,False,,1927.08,495,2663,5.37979797979798
EZStance,gpt-5-mini,default_no_label_definitions,False,,1791.11,479,2663,5.559498956158664
EZStance,gpt-5-mini,few_shot_12,False,,4466.49,547,2663,4.868372943327239
EZStance,gpt-5-mini,few_shot_15,False,,4665.3,597,2663,4.460636515912898
EZStance,gpt-5-mini,few_shot_3,False,,2561.18,571,2663,4.663747810858144
EZStance,gpt-5-mini,few_shot_6,False,,2905.07,619,2663,4.3021001615508885
EZStance,gpt-5-mini,few_shot_9,False,,3643.27,582,2663,4.5756013745704465
EZStance,gpt-5-mini,question,False,,2047.75,483,2663,5.513457556935818
EZStance,gpt-5-mini,task_definition,False,,2091.69,496,2663,5.368951612903226
EZStance,gpt-5-mini,task_definition_scale,False,,2342.62,517,2663,5.150870406189555
EZStance,gpt-5.2,cot,False,,1604.77,791,2663,3.3666245259165613
EZStance,gpt-5.2,default,False,,1527.15,330,2663,8.06969696969697
EZStance,gpt-5.2,default_no_label_definitions,False,,967.58,402,2663,6.624378109452737
EZStance,gpt-5.2,few_shot_12,False,,5497.04,346,2663,7.696531791907514
EZStance,gpt-5.2,few_shot_15,False,,7088.83,316,2663,8.427215189873417
EZStance,gpt-5.2,few_shot_3,False,,2713.39,331,2663,8.045317220543806
EZStance,gpt-5.2,few_shot_6,False,,3167.1,392,2663,6.793367346938775
EZStance,gpt-5.2,few_shot_9,False,,4384.83,360,2663,7.397222222222222
EZStance,gpt-5.2,question,False,,1788.94,313,2663,8.507987220447284
EZStance,gpt-5.2,task_definition,False,,1909.21,299,2663,8.906354515050166
EZStance,gpt-5.2,task_definition_scale,False,,1946.26,348,2663,7.652298850574713
EZStance,phi-4-mini-instruct,cot,True,1.138872026281,36982.64,39,2663,68.28205128205128
EZStance,phi-4-mini-instruct,default,True,0.870695758983,11345.84,56,2663,47.55357142857143
EZStance,phi-4-mini-instruct,default_no_label_definitions,True,0.503143803843,24801.1,21,2663,126.80952380952381
EZStance,phi-4-mini-instruct,few_shot_12,True,0.47010484545,84408.92,24,2663,110.95833333333333
EZStance,phi-4-mini-instruct,few_shot_15,True,0.469672575432,98593.54,24,2663,110.95833333333333
EZStance,phi-4-mini-instruct,few_shot_3,True,0.428567380488,50980.05,20,2663,133.15
EZStance,phi-4-mini-instruct,few_shot_6,True,0.427395531996,68145.6,20,2663,133.15
EZStance,phi-4-mini-instruct,few_shot_9,True,0.436048024654,81006.1,21,2663,126.80952380952381
EZStance,phi-4-mini-instruct,question,True,0.514655296305,31480.73,22,2663,121.04545454545455
EZStance,phi-4-mini-instruct,task_definition,True,0.55394330947,30520.87,23,2663,115.78260869565217
EZStance,phi-4-mini-instruct,task_definition_scale,True,0.53171522818,34670.91,23,2663,115.78260869565217
EZStance,phi-4,cot,True,5.525250105728,11991.01,142,2663,18.753521126760564
EZStance,phi-4,default,True,3.391353120929,2126.86,311,2663,8.562700964630226
EZStance,phi-4,default_no_label_definitions,True,2.702845840375,1966.82,281,2663,9.476868327402135
EZStance,phi-4,few_shot_12,True,1.318709740457,47344.5,44,2663,60.52272727272727
EZStance,phi-4,few_shot_15,True,1.356670420086,55046.0,44,2663,60.52272727272727
EZStance,phi-4,few_shot_3,True,1.322826969086,24144.3,44,2663,60.52272727272727
EZStance,phi-4,few_shot_6,True,1.391790821201,31998.98,44,2663,60.52272727272727
EZStance,phi-4,few_shot_9,True,1.38358161302,38913.2,45,2663,59.17777777777778
EZStance,phi-4,question,True,1.605370611362,14408.1,50,2663,53.26
EZStance,phi-4,task_definition,True,1.625770083418,14329.96,51,2663,52.21568627450981
EZStance,phi-4,task_definition_scale,True,1.648213268449,16279.0,51,2663,52.21568627450981
MTCSD,DeepSeek-R1-Distill-Llama-8B,cot,True,5.757598188996,15997.55,146,2371,16.23972602739726
MTCSD,DeepSeek-R1-Distill-Llama-8B,default,True,3.852663009479,7253.89,162,2371,14.635802469135802
MTCSD,DeepSeek-R1-Distill-Llama-8B,default_no_label_definitions,True,2.639122309784,14257.35,74,2371,32.04054054054054
MTCSD,DeepSeek-R1-Distill-Llama-8B,few_shot_12,True,2.708993640887,32190.64,76,2371,31.19736842105263
MTCSD,DeepSeek-R1-Distill-Llama-8B,few_shot_15,True,2.704754821164,36322.03,77,2371,30.792207792207794
MTCSD,DeepSeek-R1-Distill-Llama-8B,few_shot_3,True,2.612010815056,20615.43,72,2371,32.93055555555556
MTCSD,DeepSeek-R1-Distill-Llama-8B,few_shot_6,True,2.642662948128,23850.25,76,2371,31.19736842105263
MTCSD,DeepSeek-R1-Distill-Llama-8B,few_shot_9,True,2.625904713081,28203.73,75,2371,31.613333333333333
MTCSD,DeepSeek-R1-Distill-Llama-8B,question,True,3.291048256655,14465.36,88,2371,26.943181818181817
MTCSD,DeepSeek-R1-Distill-Llama-8B,task_definition,True,3.177653598538,14108.97,87,2371,27.25287356321839
MTCSD,DeepSeek-R1-Distill-Llama-8B,task_definition_scale,True,3.403630472276,15149.68,91,2371,26.054945054945055
MTCSD,DeepSeek-R1-Distill-Qwen-14B,cot,True,9.570283388957,9486.56,234,2371,10.132478632478632
MTCSD,DeepSeek-R1-Distill-Qwen-14B,default,True,6.691363851876,2590.15,378,2371,6.272486772486772
MTCSD,DeepSeek-R1-Distill-Qwen-14B,default_no_label_definitions,True,5.993691701886,2407.44,355,2371,6.67887323943662
MTCSD,DeepSeek-R1-Distill-Qwen-14B,few_shot_12,True,3.942902957372,21839.94,106,2371,22.367924528301888
MTCSD,DeepSeek-R1-Distill-Qwen-14B,few_shot_15,True,3.862294455712,25711.06,104,2371,22.798076923076923
MTCSD,DeepSeek-R1-Distill-Qwen-14B,few_shot_3,True,3.794906886395,12899.43,104,2371,22.798076923076923
MTCSD,DeepSeek-R1-Distill-Qwen-14B,few_shot_6,True,3.83495683344,16381.82,103,2371,23.019417475728154
MTCSD,DeepSeek-R1-Distill-Qwen-14B,few_shot_9,True,3.781277944457,19689.78,101,2371,23.475247524752476
MTCSD,DeepSeek-R1-Distill-Qwen-14B,question,True,4.67796460678,9225.16,123,2371,19.276422764227643
MTCSD,DeepSeek-R1-Distill-Qwen-14B,task_definition,True,4.203500097799,9621.65,111,2371,21.36036036036036
MTCSD,DeepSeek-R1-Distill-Qwen-14B,task_definition_scale,True,5.271473657534,8977.25,138,2371,17.181159420289855
MTCSD,Llama-3.1-8B-Instruct,cot,True,1.649224595201,23584.33,52,2371,45.59615384615385
MTCSD,Llama-3.1-8B-Instruct,default,True,1.878861843176,4136.6,144,2371,16.46527777777778
MTCSD,Llama-3.1-8B-Instruct,default_no_label_definitions,True,1.462011288542,4409.44,113,2371,20.98230088495575
MTCSD,Llama-3.1-8B-Instruct,few_shot_12,True,0.56115815682,76240.6,25,2371,94.84
MTCSD,Llama-3.1-8B-Instruct,few_shot_15,True,0.579045082092,90364.4,25,2371,94.84
MTCSD,Llama-3.1-8B-Instruct,few_shot_3,True,0.549923981136,39902.42,24,2371,98.79166666666667
MTCSD,Llama-3.1-8B-Instruct,few_shot_6,True,0.521676414306,55857.96,23,2371,103.08695652173913
MTCSD,Llama-3.1-8B-Instruct,few_shot_9,True,0.514763359496,72313.23,22,2371,107.77272727272727
MTCSD,Llama-3.1-8B-Instruct,question,True,0.64497649554,24940.73,26,2371,91.1923076923077
MTCSD,Llama-3.1-8B-Instruct,task_definition,True,0.707090353176,23494.71,28,2371,84.67857142857143
MTCSD,Llama-3.1-8B-Instruct,task_definition_scale,True,0.706225834933,26880.64,28,2371,84.67857142857143
MTCSD,Nemotron-Mini-4B-Instruct,cot,True,0.753340619864,39343.61,31,2371,76.48387096774194
MTCSD,Nemotron-Mini-4B-Instruct,default,True,0.707135647737,10427.62,55,2371,43.10909090909091
MTCSD,Nemotron-Mini-4B-Instruct,default_no_label_definitions,True,0.431240417812,14670.44,32,2371,74.09375
MTCSD,Nemotron-Mini-4B-Instruct,few_shot_12,True,0.301459564587,112467.56,18,2371,131.72222222222223
MTCSD,Nemotron-Mini-4B-Instruct,few_shot_15,True,0.327025769456,119469.2,20,2371,118.55
MTCSD,Nemotron-Mini-4B-Instruct,few_shot_3,True,0.321429600064,48354.6,20,2371,118.55
MTCSD,Nemotron-Mini-4B-Instruct,few_shot_6,True,0.289636454674,78788.65,17,2371,139.47058823529412
MTCSD,Nemotron-Mini-4B-Instruct,few_shot_9,True,0.277417120795,92975.67,18,2371,131.72222222222223
MTCSD,Nemotron-Mini-4B-Instruct,question,True,0.372205991799,28031.05,22,2371,107.77272727272727
MTCSD,Nemotron-Mini-4B-Instruct,task_definition,True,0.362979274486,32816.26,19,2371,124.78947368421052
MTCSD,Nemotron-Mini-4B-Instruct,task_definition_scale,True,0.393444574849,36193.45,20,2371,118.55
MTCSD,Qwen3-1.7B,cot,True,2.267062465936,27336.59,76,2371,31.19736842105263
MTCSD,Qwen3-1.7B,default,True,1.094843759645,4713.1,118,2371,20.093220338983052
MTCSD,Qwen3-1.7B,default_no_label_definitions,True,1.230357003367,3924.9,126,2371,18.817460317460316
MTCSD,Qwen3-1.7B,few_shot_12,True,0.349635628069,81502.17,23,2371,103.08695652173913
MTCSD,Qwen3-1.7B,few_shot_15,True,0.437884760108,86887.12,26,2371,91.1923076923077
MTCSD,Qwen3-1.7B,few_shot_3,True,0.368327142213,39859.87,23,2371,103.08695652173913
MTCSD,Qwen3-1.7B,few_shot_6,True,0.3339195657,59386.33,21,2371,112.9047619047619
MTCSD,Qwen3-1.7B,few_shot_9,True,0.330857840388,74088.1,21,2371,112.9047619047619
MTCSD,Qwen3-1.7B,question,True,0.504093435963,20546.87,31,2371,76.48387096774194
MTCSD,Qwen3-1.7B,task_definition,True,0.416922300664,25921.08,24,2371,98.79166666666667
MTCSD,Qwen3-1.7B,task_definition_scale,True,0.269279220166,47252.07,15,2371,158.06666666666666
MTCSD,Qwen3-14B,cot,True,11.560523942093,8911.33,279,2371,8.498207885304659
MTCSD,Qwen3-14B,default,True,7.493725680135,3987.53,303,2371,7.8250825082508255
MTCSD,Qwen3-14B,default_no_label_definitions,True,5.811832539835,5855.49,188,2371,12.611702127659575
MTCSD,Qwen3-14B,few_shot_12,True,6.622529404145,15958.34,167,2371,14.197604790419161
MTCSD,Qwen3-14B,few_shot_15,True,6.503853739415,18178.32,165,2371,14.36969696969697
MTCSD,Qwen3-14B,few_shot_3,True,6.232654392023,10553.24,158,2371,15.00632911392405
MTCSD,Qwen3-14B,few_shot_6,True,6.496246291331,12204.18,165,2371,14.36969696969697
MTCSD,Qwen3-14B,few_shot_9,True,6.986847488762,13461.56,175,2371,13.548571428571428
MTCSD,Qwen3-14B,question,True,7.277547528373,7962.41,182,2371,13.027472527472527
MTCSD,Qwen3-14B,task_definition,True,6.490345895504,8002.54,164,2371,14.457317073170731
MTCSD,Qwen3-14B,task_definition_scale,True,13.433419853253,6478.91,320,2371,7.409375
MTCSD,Qwen3-4B-Instruct-2507,cot,True,1.281818389936,33620.69,42,2371,56.45238095238095
MTCSD,Qwen3-4B-Instruct-2507,default,True,0.800591727183,9888.87,55,2371,43.10909090909091
MTCSD,Qwen3-4B-Instruct-2507,default_no_label_definitions,True,0.350141633636,24692.44,18,2371,131.72222222222223
MTCSD,Qwen3-4B-Instruct-2507,few_shot_12,True,0.359395372628,93142.15,20,2371,118.55
MTCSD,Qwen3-4B-Instruct-2507,few_shot_15,True,0.382409464228,116625.0,19,2371,124.78947368421052
MTCSD,Qwen3-4B-Instruct-2507,few_shot_3,True,0.365872576021,47619.74,19,2371,124.78947368421052
MTCSD,Qwen3-4B-Instruct-2507,few_shot_6,True,0.361381026004,65097.05,19,2371,124.78947368421052
MTCSD,Qwen3-4B-Instruct-2507,few_shot_9,True,0.385906803746,81323.0,19,2371,124.78947368421052
MTCSD,Qwen3-4B-Instruct-2507,question,True,0.442777413903,29730.3,20,2371,118.55
MTCSD,Qwen3-4B-Instruct-2507,task_definition,True,0.460476976466,30300.65,20,2371,118.55
MTCSD,Qwen3-4B-Instruct-2507,task_definition_scale,True,0.459276960853,33299.86,21,2371,112.9047619047619
MTCSD,Qwen3-4B,cot,True,5.827147594338,17427.53,156,2371,15.198717948717949
MTCSD,Qwen3-4B,default,True,3.979301667249,9948.88,146,2371,16.23972602739726
MTCSD,Qwen3-4B,default_no_label_definitions,True,3.834177606879,11624.73,124,2371,19.120967741935484
MTCSD,Qwen3-4B,few_shot_12,True,4.930025934544,23903.2,131,2371,18.099236641221374
MTCSD,Qwen3-4B,few_shot_15,True,5.290328441658,24975.55,142,2371,16.697183098591548
MTCSD,Qwen3-4B,few_shot_3,True,3.838816686967,18364.77,106,2371,22.367924528301888
MTCSD,Qwen3-4B,few_shot_6,True,4.12585051449,20373.89,114,2371,20.79824561403509
MTCSD,Qwen3-4B,few_shot_9,True,4.776204630806,21823.54,127,2371,18.669291338582678
MTCSD,Qwen3-4B,question,True,4.27554652402,14585.03,115,2371,20.617391304347827
MTCSD,Qwen3-4B,task_definition,True,3.601025821272,15738.79,97,2371,24.443298969072163
MTCSD,Qwen3-4B,task_definition_scale,True,12.555062853798,10627.3,302,2371,7.8509933774834435
MTCSD,Qwen3-8B,cot,True,8.124164218897,13498.5,202,2371,11.737623762376238
MTCSD,Qwen3-8B,default,True,6.39901329092,5331.91,280,2371,8.467857142857143
MTCSD,Qwen3-8B,default_no_label_definitions,True,6.275201138764,5351.22,272,2371,8.716911764705882
MTCSD,Qwen3-8B,few_shot_12,True,5.563383099502,20655.12,143,2371,16.58041958041958
MTCSD,Qwen3-8B,few_shot_15,True,5.516484766349,23070.91,143,2371,16.58041958041958
MTCSD,Qwen3-8B,few_shot_3,True,5.070332595669,14810.92,131,2371,18.099236641221374
MTCSD,Qwen3-8B,few_shot_6,True,5.151218955889,16999.4,133,2371,17.827067669172934
MTCSD,Qwen3-8B,few_shot_9,True,5.415614737059,18959.41,138,2371,17.181159420289855
MTCSD,Qwen3-8B,question,True,6.019153360966,11417.12,151,2371,15.701986754966887
MTCSD,Qwen3-8B,task_definition,True,5.554122814414,11538.16,141,2371,16.81560283687943
MTCSD,Qwen3-8B,task_definition_scale,True,13.528032542265,8934.09,320,2371,7.409375
MTCSD,gpt-5-mini,default,False,,1423.98,522,2371,4.542145593869732
MTCSD,gpt-5-mini,default_no_label_definitions,False,,1254.08,514,2371,4.61284046692607
MTCSD,gpt-5-mini,few_shot_12,False,,4682.21,458,2371,5.176855895196507
MTCSD,gpt-5-mini,few_shot_15,False,,5351.83,466,2371,5.087982832618025
MTCSD,gpt-5-mini,few_shot_3,False,,2520.81,491,2371,4.828920570264766
MTCSD,gpt-5-mini,few_shot_6,False,,3185.34,485,2371,4.888659793814433
MTCSD,gpt-5-mini,few_shot_9,False,,4242.75,432,2371,5.488425925925926
MTCSD,gpt-5-mini,question,False,,1493.45,544,2371,4.358455882352941
MTCSD,gpt-5-mini,task_definition,False,,1696.49,495,2371,4.78989898989899
MTCSD,gpt-5-mini,task_definition_scale,False,,2032.62,511,2371,4.6399217221135025
MTCSD,gpt-5.2,cot,False,,1078.48,958,2371,2.4749478079331944
MTCSD,gpt-5.2,default,False,,1085.22,381,2371,6.223097112860892
MTCSD,gpt-5.2,default_no_label_definitions,False,,797.59,391,2371,6.063938618925831
MTCSD,gpt-5.2,few_shot_12,False,,4797.99,352,2371,6.735795454545454
MTCSD,gpt-5.2,few_shot_15,False,,6221.04,328,2371,7.228658536585366
MTCSD,gpt-5.2,few_shot_3,False,,2317.0,333,2371,7.12012012012012
MTCSD,gpt-5.2,few_shot_6,False,,2871.56,376,2371,6.305851063829787
MTCSD,gpt-5.2,few_shot_9,False,,4610.06,300,2371,7.903333333333333
MTCSD,gpt-5.2,question,False,,1116.6,415,2371,5.713253012048193
MTCSD,gpt-5.2,task_definition,False,,1307.29,362,2371,6.5497237569060776
MTCSD,gpt-5.2,task_definition_scale,False,,1788.24,318,2371,7.455974842767295
MTCSD,phi-4-mini-instruct,cot,True,0.955710022215,33063.19,36,2371,65.86111111111111
MTCSD,phi-4-mini-instruct,default,True,0.79943099025,9644.71,55,2371,43.10909090909091
MTCSD,phi-4-mini-instruct,default_no_label_definitions,True,0.461468799318,14787.93,29,2371,81.75862068965517
MTCSD,phi-4-mini-instruct,few_shot_12,True,0.380148148688,85605.81,21,2371,112.9047619047619
MTCSD,phi-4-mini-instruct,few_shot_15,True,0.346244707332,119486.06,18,2371,131.72222222222223
MTCSD,phi-4-mini-instruct,few_shot_3,True,0.367482447901,41889.86,21,2371,112.9047619047619
MTCSD,phi-4-mini-instruct,few_shot_6,True,0.36433911135,59415.1,20,2371,118.55
MTCSD,phi-4-mini-instruct,few_shot_9,True,0.371512322495,71020.24,21,2371,112.9047619047619
MTCSD,phi-4-mini-instruct,question,True,0.439026060213,26425.86,22,2371,107.77272727272727
MTCSD,phi-4-mini-instruct,task_definition,True,0.427027040368,28096.24,21,2371,112.9047619047619
MTCSD,phi-4-mini-instruct,task_definition_scale,True,0.434752782722,32242.43,21,2371,112.9047619047619
MTCSD,phi-4,cot,True,4.934500600366,11461.68,127,2371,18.669291338582678
MTCSD,phi-4,default,True,3.936470648513,1747.05,316,2371,7.503164556962025
MTCSD,phi-4,default_no_label_definitions,True,3.518145302132,1516.9,300,2371,7.903333333333333
MTCSD,phi-4,few_shot_12,True,1.019388024859,48894.45,38,2371,62.39473684210526
MTCSD,phi-4,few_shot_15,True,0.987944860212,59748.92,37,2371,64.08108108108108
MTCSD,phi-4,few_shot_3,True,1.041148461112,23842.74,38,2371,62.39473684210526
MTCSD,phi-4,few_shot_6,True,1.009927625816,33333.22,37,2371,64.08108108108108
MTCSD,phi-4,few_shot_9,True,1.029957974163,40576.05,38,2371,62.39473684210526
MTCSD,phi-4,question,True,1.306045432437,13449.87,45,2371,52.68888888888889
MTCSD,phi-4,task_definition,True,1.335342279006,13645.56,45,2371,52.68888888888889
MTCSD,phi-4,task_definition_scale,True,1.365849046189,15297.98,46,2371,51.54347826086956
MTCSD,claude-haiku-4-5-20251001,default,False,,87.62,5700,2371,0.41596491228070176
MTCSD,claude-haiku-4-5-20251001,default_no_label_definitions,False,,64.35,5563,2371,0.4262088801006651
